id,book,volume,chapter,question_no,sgf_content
6346,高级篇,下,3.死 活/02.边的死活,边的死活09,"(;AB[bq][cp][dp][ep][fp][gp][hp][iq][ir][br]AP[MultiGo:4.4.4]
AW[hr][hs][cr][dq][eq][fq]C[第9题：
      黑先，请杀死白棋或救活黑棋。]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[gq];W[gr];B[fs];W[er];B[cq]C[RIGHT：]KEY[])
"
6347,高级篇,下,3.死 活/02.边的死活,边的死活10,"(;AB[ar][aq][bq][cq][dq][er][as]AP[MultiGo:4.4.4]
AW[cr][ap][bp][cp][dp][ep][fq][hq]
C[第10题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[dr];W[ds];B[fr];W[gr];B[bs];W[cs];B[fs]C[RIGHT：]KEY[])
"
6348,高级篇,下,3.死 活/02.边的死活,边的死活11,"(;AB[gq][gr][hr][dq][dr][cr][br][gp]AP[MultiGo:4.4.4]
AW[ar][aq][bq][cq][co][dp][ep][fp][go][ho][io][iq][hq][ir]
C[第11题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[es]C[RIGHT：]KEY[])
"
6349,高级篇,下,3.死 活/02.边的死活,边的死活12,"(;AB[bq][bp][bo][co][dn][en][fn][go][gp][gq][gr][ir][br]AP[MultiGo:4.4.4]
AW[cr][cq][cp][dp][do][eo][fo][fp][fq][fr]
C[第12题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[fs];W[es];B[cs];W[eq];B[dr]C[RIGHT：]KEY[])
"
6350,高级篇,下,3.死 活/02.边的死活,边的死活13,"(;AB[gp][eq][dr][cr][gq]AP[MultiGo:4.4.4]
AW[bq][cq][dq][co][eo][go][ho][hp][hq][hr]
C[第13题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[es]C[RIGHT：]KEY[])
"
6351,高级篇,下,3.死 活/02.边的死活,边的死活14,"(;AB[gr][eq][ep][dp][cq][cr][gq]AP[MultiGo:4.4.4]
AW[br][bq][bo][cp][do][eo][fp][gp][hp][hq][hr]
C[第14题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[dr]C[RIGHT：]KEY[])
"
6352,高级篇,下,3.死 活/02.边的死活,边的死活15,"(;AB[bq][bp][cp][dp][ep][fp][gp][gq][hr][iq][ar]AP[MultiGo:4.4.4]
AW[br][cr][cq][dq][eq][fq][gr][gs]
C[第15题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[er];W[es];B[fr];W[dr];B[bs]C[RIGHT：]KEY[])
"
6353,高级篇,下,3.死 活/02.边的死活,边的死活16,"(;AB[aq][bq][bo][cp][dp][fq][gq][hq][ip][fo][ar]AP[MultiGo:4.4.4]
AW[bs][br][cq][dq][eq][fr]C[第16题：
      黑先，请杀死白棋或救活黑棋。]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[ds];W[es];B[dr];W[gr];B[gs];W[hr];B[ir];W[hs];
B[er]C[RIGHT：]KEY[])
"
6354,高级篇,下,3.死 活/02.边的死活,边的死活17,"(;AB[aq][bp][cp][dp][ep][en][gn][gp][hp][ip][iq][ir][hr][gs][ar]
AP[MultiGo:4.4.4]AW[fs][gr][gq][hq][bs][br][bq][cq][dq][eq]
C[第17题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[fq];W[fr];B[es];W[hs];B[dr]C[RIGHT：]KEY[])
"
6355,高级篇,下,3.死 活/02.边的死活,边的死活18,"(;AB[bq][cp][dp][ep][fp][gp][hp][iq][ir][br]AP[MultiGo:4.4.4]
AW[hr][cr][dq][er][fq][gq]C[第18题：
      黑先，请杀死白棋或救活黑棋。]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[cs];W[ds];B[cq];W[fs];B[dr]C[RIGHT：]KEY[])
"
6356,高级篇,下,3.死 活/02.边的死活,边的死活19,"(;AB[cr][cq][cp][dp][ep][fp][fq][fr][bs]AP[MultiGo:4.4.4]
AW[br][bq][bp][co][do][eo][fo][gp][gq][gr][ir]
C[第19题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[dr];W[cs];B[eq];W[es];B[fs]C[RIGHT：]KEY[])
"
6357,高级篇,下,3.死 活/02.边的死活,边的死活20,"(;AB[cq][dp][ep][fp][fq][fr][cr]AP[MultiGo:4.4.4]
AW[br][bq][co][cn][en][go][gp][gq][gr][ir]
C[第20题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[dr];W[cs];B[eq];W[es];B[fs];W[ds];B[bs]C[RIGHT：]KEY[])
"
6358,高级篇,下,3.死 活/02.边的死活,边的死活21,"(;AB[gq][gr][fp][ep][dq][dr][cr][hq]AP[MultiGo:4.4.4]
AW[br][cs][cq][cp][do][eo][fo][go][hp][ip][iq][ir][hr]
C[第21题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[fr];W[eq];B[gs];W[es];B[er];W[ds];B[bs]C[RIGHT：]KEY[])
"
6359,高级篇,下,3.死 活/02.边的死活,边的死活22,"(;AB[gr][gq][gp][fp][ep][dp][cp][dq][dr][bs]AP[MultiGo:4.4.4]
AW[br][cr][cq][bp][co][cn][en][gn][go][hp][ip][ir][hr]
C[第22题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[bq];W[aq];B[cs];W[gs];B[ar]C[RIGHT：]KEY[])
"
6360,高级篇,下,3.死 活/02.边的死活,边的死活23,"(;AB[gq][fp][ep][dp][cp][bp][dq][dr][gr]AP[MultiGo:4.4.4]
AW[cr][bq][ap][bo][co][do][eo][fo][go][hp][ip][ir][hr]
C[第23题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[bs];W[br];B[aq];W[ar];B[er];W[ds];B[fq];W[fs];B[gs];W[es];B[cs]C[RIGHT：]
KEY[])
"
6361,高级篇,下,3.死 活/02.边的死活,边的死活24,"(;AB[cr][cq][cp][dp][ep][fp][fq][fr][jq]AP[MultiGo:4.4.4]
AW[br][bq][bp][co][do][eo][fo][go][gp][gr][hq]
C[第24题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[hr];W[ir];B[hs];W[gq];B[gs];W[iq];B[er];W[fs];B[dq];W[ds];B[cs]C[RIGHT：]
KEY[])
"
6362,高级篇,下,3.死 活/3.中央死活,中央死活01,"(;AB[co][cp][dq][ep][fq][gq][gp][go][gn][cn]AP[MultiGo:4.4.4]
AW[dm][bq][bp][bo][cr][dr][fr][gr][hq][hp][ho][hm][gm][fm][em][cm][bm][eo]
C[第1题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[en]
;W[dn];B[do];W[fn];B[fo];W[cq];B[en]C[RIGHT：
      打     劫！]KEY[])
"
6363,高级篇,下,3.死 活/3.中央死活,中央死活02,"(;
AB[fr][cq][bq][bp][bo][bn][bm][cm][dl][el][fl][gm][hm][hn][ho][hp][hq][gq][dr][er][fp]
AP[MultiGo:4.4.4]AW[fq][eq][dq][cp][co][cn][dm][em][fm][eo][gn][go][gp]
C[第2题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[dn]
(;W[do];B[ep]C[RIGHT：]KEY[])(;W[en];B[fo]C[RIGHT：]))
"
6364,高级篇,下,3.死 活/3.中央死活,中央死活03,"(;AB[cq][dr][er][fr][gq][gp][go][fn][fm][fl][ek][dk][ck][bl][bm][bo][bp][bn]
AP[MultiGo:4.4.4]AW[cp][co][cn][cm][cl][em][en][eo][fp][eq][dq]
C[第3题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19](;
B[fo];W[dl];B[dn]C[RIGHT：]KEY[])(;B[fq];W[dl];B[dn]C[RIGHT：]KEY[]))
"
6365,高级篇,下,3.死 活/3.中央死活,中央死活04,"(;
AB[cr][bq][bp][bo][bn][cm][cl][dl][el][fl][gl][hl][hm][in][ip][gp][gq][eq][dr][fq]
AP[MultiGo:4.4.4]AW[cp][co][cn][dm][em][fm][gm][gn][go][fp][ep][dq]
C[第4题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[eo]
;W[fo];B[en];W[cq];B[dn]C[RIGHT：]KEY[])
"
6366,高级篇,下,3.死 活/3.中央死活,中央死活05,"(;
AB[cr][bq][bp][bo][gl][cm][dm][em][fl][eo][hl][im][in][io][ip][hq][gq][fq][fp][er][dr][bn]
AP[MultiGo:4.4.4]AW[cp][co][cn][dn][en][fm][hm][hn][hp][gp][fo][cq][ep][eq][dq]
C[第5题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[do]
;W[ho];B[gn];W[gm];B[fn]C[RIGHT：]KEY[])
"
6367,高级篇,下,3.死 活/3.中央死活,中央死活06,"(;
AB[ep][br][aq][ap][bo][fl][bn][bm][cm][dl][ck][dp][gk][gm][hm][hn][ho][go][fp][ip][iq][ir][hr][ds][er][cs][es][fs][gs][co]
AP[MultiGo:4.4.4]
AW[gp][hp][fm][fn][fo][cn][dq][eq][fq][dm][gr][dr][cr][dn][do][fr][cp][bp][gn]
C[第6题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[eo]
;W[en];B[ep]C[RIGHT：]KEY[])
"
6368,高级篇,下,3.死 活/3.中央死活,中央死活07,"(;AB[eo][cn][cm][dm][em][fm][gn][hn][ho][hp][gq][fp][do]AP[MultiGo:4.4.4]
AW[im][in][io][ip][fq][gr][ep][fr][cq][cp][co][bn][bm][cl][dl][el][fl][fn][gm][hm][hq]
C[第7题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[en]
;W[fo];B[go];C[RIGHT：
      打     劫！]KEY[]W[fo])
"
6369,高级篇,下,3.死 活/3.中央死活,中央死活08,"(;
AB[fr][cq][bq][bp][bo][bn][cm][cl][dl][ek][fl][gl][gm][hn][ho][hp][hq][dr][er][gq]
AP[MultiGo:4.4.4]AW[dq][fq][gp][go][gn][cp][co][cn][dm][em][fm][en]
C[第8题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[ep]
;W[eo];B[eq]C[RIGHT：]KEY[])
"
6370,高级篇,下,3.死 活/3.中央死活,中央死活09,"(;AB[fq][cp][co][cn][dm][em][fm][gn][go][gp][dq]AP[MultiGo:4.4.4]
AW[gq][cq][bq][bp][bo][bn][cm][cl][dl][fl][gl][gm][hn][ho][hp][hq][fr][er][dr]
C[第9题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[ep]
;W[eq];B[en];W[dp];B[do];W[fp];B[fo]C[RIGHT：
      打     劫！]KEY[])
"
6371,高级篇,下,3.死 活/3.中央死活,中央死活10,"(;
AB[fp][br][bq][bp][el][cn][cm][cl][dl][fo][fl][gm][hm][im][in][io][ip][iq][ir][gr][fr][do][dp][ep][bo]
AP[MultiGo:4.4.4]AW[co][cp][cq][dq][eq][fq][hp][ho][hn][gn][fn][fm][em][dm][dn]
C[第10题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[gq];W[gp];B[eo];W[go];B[hq];W[en];B[eo]C[RIGHT：]KEY[])
"
6372,高级篇,下,3.死 活/3.中央死活,中央死活11,"(;AB[dn][en][em][fm][gm][gn][go][gp][fq][eq][co]AP[MultiGo:4.4.4]
AW[cm][cp][cq][dr][er][fr][gq][hp][ho][hn][hm][gl][fl][el][dm][bn][bo]
C[第11题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[dp];W[cn];B[fo];W[do];B[ep]C[RIGHT：]KEY[])
"
6373,高级篇,下,3.死 活/3.中央死活,中央死活12,"(;AB[cp][do][dn][dm][fm][gm][gn][go][gp][fq][eq][cq]AP[MultiGo:4.4.4]
AW[hn][ho][hp][gq][fr][er][cr][dr][bq][bp][co][cn][cm][dl][el][fl][fn][gl][hm]
C[第12题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[dq];W[en];B[em];C[RIGHT：]KEY[]W[ep])
"
6374,高级篇,下,3.死 活/3.中央死活,中央死活13,"(;
AB[dq][bq][bp][bo][ek][bm][bl][dl][dk][eo][fk][gl][gm][hl][il][im][in][io][hp][hq][gq][fr][er][bn]
AP[MultiGo:4.4.4]AW[cp][dp][fq][fp][gp][ho][hn][hm][gn][fn][en][dm][el][fl][fm]
C[第13题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[dn];W[cn];B[ep]C[RIGHT：]KEY[])
"
6375,高级篇,下,3.死 活/3.中央死活,中央死活14,"(;
AB[eo][br][aq][cs][ds][ap][an][bm][cn][dn][em][fl][hl][im][in][io][ip][hq][gr][er][fo][fr]
AP[MultiGo:4.4.4]AW[cq][bp][co][do][en][fn][gn][hn][ho][hp][gp][eq][dq]
C[第14题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[bo];W[bq];B[dp];W[cp];B[fp];W[fq];B[ep]C[RIGHT：]KEY[])
"
6376,高级篇,下,3.死 活/3.中央死活,中央死活15,"(;
AB[em][cr][br][bq][bp][bo][cn][cm][cl][dk][ek][fk][gl][gm][gn][go][gp][gq][fr][es][ds][fs]
AP[MultiGo:4.4.4]AW[er][eq][fq][fo][fn][fm][el][dm][dn][co][cp][cq][dr]
C[第15题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[do];W[dp];B[ep]C[RIGHT：]KEY[])
"
6377,高级篇,下,3.死 活/3.中央死活,中央死活16,"(;AB[dq][cp][co][cn][cm][cl][em][fm][fn][fo][fp][eq]AP[MultiGo:4.4.4]
AW[el][gl][gm][gn][go][gp][gq][dr][er][fq][cq][bq][bp][bo][bn][bm][bl][ck][dk][ek][eo]
C[第16题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[dl];W[dn];B[dp]C[RIGHT：]KEY[])
"
6378,高级篇,下,3.死 活/3.中央死活,中央死活17,"(;
AB[cq][dq][eq][fr][gr][hq][hp][ho][hn][gm][gl][fl][el][dl][cl][bn][bo][bp][cm]
AP[MultiGo:4.4.4]AW[cn][co][dm][em][fm][gn][go][gp][gq][ep][dp]
C[第17题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[cp];W[eo];B[dn];W[do];B[fp]C[RIGHT：]KEY[])
"
6379,高级篇,下,3.死 活/3.中央死活,中央死活18,"(;
AB[ep][bq][bp][bo][bn][cm][dl][el][fl][gk][hk][il][im][hn][ho][hp][hq][fq][fr][dr][cr][er]
AP[MultiGo:4.4.4]AW[co][cq][cp][dq][eq][fp][gp][do][dm][em][fm][gn][hm]
C[第18题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[en];W[eo];B[dn];W[cn];B[fo]C[RIGHT：]KEY[])
"
6380,高级篇,下,3.死 活/3.中央死活,中央死活19,"(;AB[bq][br][dr][eq][fr][fp][fo][gn][gm][gl][fk][ek][dk][cl][bl][bn][bo][cm]
AP[MultiGo:4.4.4]AW[dq][cq][ep][eo][fn][fm][el][dl][dm][cn][co]
C[第19题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[en];W[dn];B[dp]C[RIGHT：]KEY[])
"
6381,高级篇,下,3.死 活/3.中央死活,中央死活20,"(;
AB[cq][bq][bp][bo][bn][bm][cm][dl][el][fl][gm][gn][go][gp][gq][er][dr][dp][dn][fr]
AP[MultiGo:4.4.4]AW[dq][eq][cp][co][cn][dm][em][do][eo]
C[第20题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[fo];W[ep];B[en];W[fn];B[en]C[RIGHT：]KEY[])
"
6382,高级篇,下,3.死 活/3.中央死活,中央死活21,"(;
AB[dr][bq][cq][bp][ao][an][am][bm][cl][dl][el][fl][gm][gn][hn][ho][hp][gq][er][fq]
AP[MultiGo:4.4.4]AW[cp][co][bo][bn][cm][dm][fm][fn][go][gp][fp][ep][eq]
C[第21题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[em];W[dn];B[dp]C[RIGHT：]KEY[])
"
6383,高级篇,下,3.死 活/3.中央死活,中央死活22,"(;AB[er][eq][fq][fo][fn][fm][em][dn][cp][cq][dr]AP[MultiGo:4.4.4]
AW[el][gm][gn][ho][hq][gq][fr][es][ds][fs][cr][br][bq][bp][bo][bn][cm][dl][fl][dp]
C[第22题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[co];W[eo];B[ep]C[RIGHT：]KEY[])
"
6384,高级篇,下,3.死 活/3.中央死活,中央死活23,"(;AB[bo][co][cq][dq][eq][fq][gq][hp][ho][go][bp]AP[MultiGo:4.4.4]
AW[ip][io][hn][gm][fm][em][dm][cm][ao][ap][cp][bn][bq][br][cr][dr][er][fr][gp][gr][hq][iq]
C[第23题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[eo];W[fp];B[dn];W[cn];B[dp];W[en];B[fo]C[RIGHT：
      打     劫！]KEY[])
"
6385,高级篇,下,3.死 活/3.中央死活,中央死活24,"(;AB[bp][bo][bn][bm][cl][dk][ek][fk][gl][hm][gn][go][gq][hq][fr][dr][cq][er]
AP[MultiGo:4.4.4]AW[cp][co][cn][cm][dl][el][en][eo][dq][eq][fp]
C[第24题：
      黑先，请杀死白棋或救活黑棋。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[fq];W[fo];B[dp];W[ep];B[do]C[RIGHT：]KEY[])
"
6386,高级篇,下,4.布 局/2.双方形势的分界点是形势消长的要点,双方形势的分界点是形势消长的要点1,"(;AB[di][cf][nc][qd][qr][pr][qq][qp][ro][rn][cp][do][fp]AP[MultiGo:4.4.4]
AW[dd][fc][qi][qo][qn][qm][pp][pq][or][nq][eq][fq][hq]
C[第1题：双方形势的要点
      黑先，白1的局面，请走出最佳的下一手。]CA[UTF-8]
LB[fq:1]MULTIGOGM[1]SZ[19];B[ho]C[RIGHT：]KEY[])
"
6387,高级篇,下,4.布 局/2.双方形势的分界点是形势消长的要点,双方形势的分界点是形势消长的要点2,"(;AB[pd][pf][pj][pp][pn][ed][fd][fc][jd]AP[MultiGo:4.4.4]
AW[dq][co][de][cd][dc][ec][nq][kp][hp]
C[第2题：双方形势的要点
      黑先，白1的局面，请走出最佳的下一手。]CA[UTF-8]
LB[hp:1]MULTIGOGM[1]SZ[19];B[fg]C[RIGHT：]KEY[])
"
6388,高级篇,下,4.布 局/2.双方形势的分界点是形势消长的要点,双方形势的分界点是形势消长的要点3,"(;AB[pj][po][pq][jp][fq][fp][fo][fn][co][pd][pf]AP[MultiGo:4.4.4]
AW[dq][dr][ep][eo][en][em][ck][cd][ec][jd][nc]
C[第3题：双方形势的要点
      黑先，白1的局面，请走出最佳的下一手。]CA[UTF-8]
LB[dr:1]MULTIGOGM[1]SZ[19];B[gl]C[RIGHT：]KEY[])
"
6389,高级篇,下,4.布 局/2.双方形势的分界点是形势消长的要点,双方形势的分界点是形势消长的要点4,"(;AB[qd][pj][pp][jp][eq][ep][eo][od]AP[MultiGo:4.4.4]
AW[dp][dq][co][dn][di][de][dc][jc]
C[第4题：双方形势的要点
      黑先，白1的局面，请走出最佳的下一手。]CA[UTF-8]
LB[dn:1]MULTIGOGM[1]SZ[19];B[fm]C[RIGHT：]KEY[])
"
6390,高级篇,下,4.布 局/2.双方形势的分界点是形势消长的要点,双方形势的分界点是形势消长的要点5,"(;AB[oc][dj][de][df][cf][cn][dn][do][qd][ql][qm][qn][pp][pq][lc]
AP[MultiGo:4.4.4]AW[dc][fc][ic][dq][qg][qj][fq][cp][co][pm][oo][ce][cd][nq][kp]
C[第5题：双方形势的要点
      黑先，白1的局面，请走出最佳的下一手。]CA[UTF-8]
LB[kp:1]MULTIGOGM[1]SZ[19];B[go]C[RIGHT：]KEY[])
"
6391,高级篇,下,4.布 局/2.双方形势的分界点是形势消长的要点,双方形势的分界点是形势消长的要点6,"(;AB[do][dp][eq][fp][jp][qp][nq][ql][ol][qh][pd][rd][nc][dn]AP[MultiGo:4.4.4]
AW[qj][cq][dq][cp][co][cm][pi][ph][of][qf][jc][dd][ec][cf]
C[第8题：双方形势的要点
      黑先，白1的局面，请走出最佳的下一手。]CA[UTF-8]
LB[ec:1]MULTIGOGM[1]SZ[19];B[el]C[RIGHT：]KEY[])
"
6392,高级篇,下,4.布 局/2.双方形势的分界点是形势消长的要点,双方形势的分界点是形势消长的要点7,"(;AB[ci][de][cd][cc][pd][pf][pk][jf][ke][le][me][po][pq][cn]AP[MultiGo:4.4.4]
AW[nc][dp][fq][cb][dc][eb][fd][ie][je][kd][ld][pb][jp][mp]
C[第7题：双方形势的要点
      黑先，白1的局面，请走出最佳的下一手。]CA[UTF-8]
LB[ie:1]MULTIGOGM[1]SZ[19];B[mn]C[RIGHT：]KEY[])
"
6393,高级篇,下,4.布 局/2.双方形势的分界点是形势消长的要点,双方形势的分界点是形势消长的要点8,"(;AB[pf][pj][jp][mq][nq][oq][pp][qp][qn][ro][pd]AP[MultiGo:4.4.4]
AW[dd][dp][rp][rq][qq][pq][or][nr][pb][nc][ne]
C[第8题：双方形势的要点
      黑先，白1的局面，请走出最佳的下一手。]CA[UTF-8]
LB[ne:1]MULTIGOGM[1]SZ[19];B[ng]C[RIGHT：]KEY[])
"
6394,高级篇,下,4.布 局/5.综合问题,综合问题01,"(;AB[gd][pd][qg][qp][oq][ce][dg]AP[MultiGo:4.4.4]AW[dc][ed][qj][qm][cp][eq]
C[第1题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[dg:1]
MULTIGOGM[1]SZ[19];C[RIGHT：]KEY[]W[cd])
"
6395,高级篇,下,4.布 局/5.综合问题,综合问题02,"(;AB[cd][cc][ci][po][pq][pk][pd][pf][jf][ke][le][me][de]AP[MultiGo:4.4.4]
AW[cb][dc][eb][fd][dp][jp][mp][pb][nc][kd][ld][je][ie]
C[第2题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[ie:1]
MULTIGOGM[1]SZ[19];B[mn]C[RIGHT：]KEY[])
"
6396,高级篇,下,4.布 局/5.综合问题,综合问题03,"(;AB[dm][cc][cd][ce][fc][gd][qd][pj][po][pn][qn][co]AP[MultiGo:4.4.4]
AW[dq][ep][dd][ec][fd][fe][fb][id][qo][qp][pq][oq]
C[第3题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[fb:1]
MULTIGOGM[1]SZ[19];B[nc]C[RIGHT：]KEY[])
"
6397,高级篇,下,4.布 局/5.综合问题,综合问题04,"(;AB[cm][bp][qp][oq][qm][pd][jc][gc][cj]AP[MultiGo:4.4.4]
AW[dd][ec][cf][cq][dp][gq][jq][qk][qh]
C[第4题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[qh:1]
MULTIGOGM[1]SZ[19];B[qf]C[RIGHT：]KEY[])
"
6398,高级篇,下,4.布 局/5.综合问题,综合问题05,"(;AB[fp][pq][qo][pd][fq]AP[MultiGo:4.4.4]AW[dd][dp][eq][dn][kq]
C[第1题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[dn:1]
MULTIGOGM[1]SZ[19];B[iq]C[RIGHT：]KEY[])
"
6399,高级篇,下,4.布 局/5.综合问题,综合问题06,"(;AB[dn][do][cj][kp][pq][qo][pd][pc][qe][pf][cn]AP[MultiGo:4.4.4]
AW[dq][fq][cp][co][dd][ec][cf][jd][oe][od][oc]
C[第6题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[ec:1]
MULTIGOGM[1]SZ[19];B[ng]C[RIGHT：]KEY[])
"
6400,高级篇,下,4.布 局/5.综合问题,综合问题07,"(;AB[pd][cc][cd][ce][df][fc][do]AP[MultiGo:4.4.4]AW[pp][dh][de][ee][ef][dc][ec]
C[第7题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[ef:1]
MULTIGOGM[1]SZ[19];B[jc]C[RIGHT：]KEY[])
"
6401,高级篇,下,4.布 局/5.综合问题,综合问题08,"(;AB[fc][hd][ic][if][pd][nd][pj][pp][pn][db]AP[MultiGo:4.4.4]
AW[dd][cc][jc][je][qq][pr][nq][dp][cf]
C[第8题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[if:1]
MULTIGOGM[1]SZ[19];C[RIGHT：]KEY[]W[lc])
"
6402,高级篇,下,4.布 局/5.综合问题,综合问题09,"(;AB[pq][pk][qk][pd][qe][jd][fc][po]AP[MultiGo:4.4.4]
AW[dd][cf][dp][jp][mp][qi][qf][pf]
C[第9题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[qk:1]
MULTIGOGM[1]SZ[19];C[RIGHT：]KEY[]W[oi])
"
6403,高级篇,下,4.布 局/5.综合问题,综合问题10,"(;AB[dn][do][de][df][dg][cd][cc][pd][qp][nq][gn][cn]AP[MultiGo:4.4.4]
AW[dq][ep][cp][co][cb][dc][ed][ee][ef][jc][qj][hq]
C[第10题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[hq:1]
MULTIGOGM[1]SZ[19];B[fh]C[RIGHT：]KEY[])
"
6404,高级篇,下,4.布 局/5.综合问题,综合问题11,"(;AB[dn][do][dj][ic][pd][nc][qp][oq][cn]AP[MultiGo:4.4.4]
AW[cp][co][dq][fq][dc][de][qf][qj][qm]
C[第11题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[qm:1]
MULTIGOGM[1]SZ[19];B[cg]C[RIGHT：]KEY[])
"
6405,高级篇,下,4.布 局/5.综合问题,综合问题12,"(;AB[dn][ck][ce][ed][fd][gd][pd][pp][cn]AP[MultiGo:4.4.4]
AW[dp][fp][co][ci][ei][dc][ec][fc][hc]
C[第12题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[ei:1]
MULTIGOGM[1]SZ[19];B[ek]C[RIGHT：]KEY[])
"
6406,高级篇,下,4.布 局/5.综合问题,综合问题13,"(;AB[cc][ce][de][ee][pd][qg][qp][oq][bc]AP[MultiGo:4.4.4]
AW[cb][dc][dd][fd][ic][qj][qm][dp][dh]
C[第13题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[ic:1]
MULTIGOGM[1]SZ[19];B[bh]C[RIGHT：]KEY[])
"
6407,高级篇,下,4.布 局/5.综合问题,综合问题14,"(;AB[cb][db][cc][cd][cf][fc][pd][pf][qk][po][pq][bp][cn][dl][qc]
AP[MultiGo:4.4.4]AW[eb][ec][dc][dd][de][hc][ld][nc][pb][cq][dp][fp][jp][mp]
C[第14题：
      黑1或白1的局面，请走出最佳的下一手。]CA[UTF-8]LB[dl:1]
MULTIGOGM[1]SZ[19];C[RIGHT：]KEY[]W[eg])
"
